id,product_display_name,brand_name,master_category,sub_category,article_type,gender,color,season,usage,fit,pattern,shape,occasion,sleeve_styling,sleeve_length,fabric,neck,is_jewellery,product_description1,style_image,landing_page_url
10037,reebok men premier ultra 8 u-form silver sports shoes,reebok,footwear,shoes,sports_shoes,men,silver,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok premier ultra 8 u-form is a running shoe with a difference. like other running shoes it is light-weight and well ventilated  but what's special about these shoes is the u-form footwear lining technology that takes the shape of your foot when heated! heat shoes in an oven at 200 degree f for 3 minutes, put on the shoes, lace them up tightly, sit in them for 8 minutes, and voila your shoe has taken the shape of your foot! for detailed instructions you can check out    www.reebok.com/uformamong other spectacular features are the kineticfit sure-fit panels that accomodate the shift in size and shape of your foot through the foot strike. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear if you wish.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and styleu-form footwear lining technology that takes the shape of the foot when heatedkineticfit sure-fit panels to accomodate the shift in size and shape of the foot through the entire foot strikesmoothfit upper for increased comfort and reduction of seam related irritation and rublace-up system with synthetic laces for a snug, customized fitlushly padded mesh tongue for better ventilation and comfortstablefit memory foam collar lining    for in-step comfortbrand name on tongue, medial side of shoe and behind collarbrand logo on lateral sidemidsoleinjection moulded eva midsole for lightweight responsive cushioning and shock absorptiondmx ride foam cushioning for all-day comfortplaydry lining for moisture managementoutsoledmprtek rubber outsole for lightweight cushioning and durabilitydmx shear vertical panels for greater comfortdmx shear vertical and horizontal heel cushioning to minimize stress on impacttransition bridge for ultimate heel-to-toe responsewaffle-pattern grip for excellent tractionscooped heel for extra cushioning and comfortflex grooves for ease of movementshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/c876491b1ad3bbece863d5bf29408446_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Premier-ultra-8-U-form-Silver-Sports-Shoes/10037/buy
10039,reebok men raceon white sports shoes,reebok,footwear,shoes,sports_shoes,men,white,fall,sports,none,none,none,none,none,none,none,none,false,"the reebok raceon is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. added to this is the plush dmx ride cushioning that makes it an all the more comfortable, smooth and flexible ride. wear them when you want to run or jog or use them as casual wear.upperbreathable mesh upper for ample ventilation and reduced irritationsynthetic overlays for added shoe structure, durability and stylelace-up system with synthetic laces for a snug, customized fitlushly padded tongue and well-cushioned collar for in-step comfortbrand name on tongue and behind collarmidsolephylon midsole for lightweight responsive cushioning and shock absorptiondmx ride foam cushioning for all-day comfortmesh lining for increased ventilation and comfortoutsolenon marking tpr outsole for better shock absorption and durabilitytransition bridge for ultimate heel-to-toe responsewaffle-pattern grip for excellent tractionscooped heel for extra cushioning and comfortshoe carewipe surface with soft, clean, dry cloth to remove dustdo not machine washdo not store in direct sunlight",http://assets.myntassets.com/v1/images/style/properties/8c7024fc08196b33759515ff1d542899_images.jpg,Sports-Shoes/Reebok/Reebok-Men-Raceon-White-Sports-Shoes/10039/buy
10040,nike men white polo tshirts,nike,apparel,topwear,tshirts,men,white,fall,sports,none,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"white polo  neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, has graphic print on the front, mesh panel at the back of the neck,  nike swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with dri-fit technology",http://assets.myntassets.com/v1/images/style/properties/c2e91f240ec1503abde9529cdea2e434_images.jpg,Tshirts/Nike/Nike-Men-White-Polo-Tshirts/10040/buy
10041,nike women brown polo t-shirt,nike,apparel,topwear,tshirts,women,brown,fall,sports,slim_fit,striped,none,sports,none,short_sleeves,cotton,polo_collar,false,"brown striped polo t-shirt, with short sleeves, fabric tape on inseam of the neckline and is engineered with dri-fit technology    ",http://assets.myntassets.com/v1/images/style/properties/0ce5fc38767b9140c4e2c5efe8dbbb31_images.jpg,Tshirts/Nike/Nike-Women-Brown-Polo-T-shirt/10041/buy
10042,nike women pink polo tshirts,nike,apparel,topwear,tshirts,women,pink,fall,sports,regular_fit,solid,none,casual,none,short_sleeves,polyester,polo_collar,false,"pink and grey striped polo t-shirt made of 95% cotton and 5% spandex, has ribbed collar and cuffs, and a two-button placket  ",http://assets.myntassets.com/v1/images/style/properties/fd92254d0f9006661bee76ac33f5c9bf_images.jpg,Tshirts/Nike/Nike-Women-Pink-Polo-Tshirts/10042/buy
10043,puma men ferrari black polo tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,none,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"compositionblack polo short sleeved t-shirt made of 35% cotton and 65% polyester, that has green-white-red fabric tape on the ribbing on the neckline, chequered pattern all over, the ferrari logo appliquéd on the left chest and right sleeve, and puma's logo appliquéd on the back of the neckfittingregularwash caregentle machine wash in lukewarm water at 40 degreesdo not bleachtumble dry at low temperaturewarm irondo not dry cleansport this black t-shirt from puma, and all your friends will know a ferrari fan is in their midst. the ferrari logo looks regal on the chest, and the chequered pattern on the back reminds everyone of the formula one flag. this red hot tee looks best with jeans and cool shoes. it's time to race!model statisticsthe model wears size m in t-shirtsheight-6', shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/7f8898f2b88316fdc4cc970f08b56daf_images.jpg,Tshirts/Puma/Puma-Men-ferrari-Black-Polo-Tshirts/10043/buy
10044,puma men ferrari logo black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,solid,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black round neck short sleeved t-shirt made of 35% cotton and 65% polyester, that has green-white-red fabric tape on the inseam of the neckline, chequered pattern on the back, ferrari logo appliquéd on the left chest and right sleeve and puma's logo appliquéd on the back of the neck  fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean  sport this black t-shirt from puma, and all your friends will  know a ferrari fan is in their midst. the ferrari logo looks regal on the chest, and the chequered pattern on the back reminds everyone of the formula one flag. this red hot tee looks best with jeans and cool shoes. it's time to race!  model statistics the model wears size m in t-shirts height-6.1', shoulder-18""",http://assets.myntassets.com/v1/images/style/properties/feee09d16daa4bd9f01bb6a87693aa84_images.jpg,Tshirts/Puma/Puma-Men-Ferrari-Logo-Black-Tshirts/10044/buy
10045,puma men heroes party graphic blue tshirts,puma,apparel,topwear,tshirts,men,blue,fall,casual,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition blue round neck short-sleeved t-shirt made of 100% cotton, that has graphic print and lettering on the front with brand name and logo on the back of the neck  fitting regular  wash care gentle machine wash in lukewarm water at 40 degrees do not bleach tumble dry at low temperature warm iron do not dry clean  this blue t-shirt from puma is made for girls with oodles of attitude. let your confidence shine through this smart t-shirt as you don it with jeans or shorts and chic sneakers or canvas shoes. a star has arrived!  model statistic the model wears size s in t-shirts height-5.7', chest-32"", waist-28""",http://assets.myntassets.com/v1/images/style/properties/74b69fbb1f5697af585c3ebc18315918_images.jpg,Tshirts/Puma/Puma-Men-Heroes-Party-Graphic-Blue-Tshirts/10045/buy
10046,puma men heroes graphic green tshirts,puma,apparel,topwear,tshirts,men,green,fall,casual,regular_fit,printed,none,casual,none,short_sleeves,synthetic,round_neck,false,"composition green  round neck short sleeved t-shirt made of 100% cotton, that has softly ribbed neckline with fabric tape detailing on the inseam, brand badge stitched on the left sleeve and graphic print on the front with flock detailing  fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean  looking hip becomes easy with this green heroes t-shirt from puma. a smart graphic pattern of fabulous puma shoes on the front makes this t-shirt absolutely irresistible. team it with jeans or shorts for that perfect look.   model statistics the model wears size m in t-shirts height-6.1', shoulder-18""",http://assets.myntassets.com/v1/images/style/properties/eb6356e3915780613a7c3533ad3fdab0_images.jpg,Tshirts/Puma/Puma-Men-Heroes-Graphic-Green-Tshirts/10046/buy
10047,puma men heroes graphic black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black  round neck short sleeved t-shirt made of 100% cotton, that has softly ribbed neckline with fabric tape detailing on the inseam, brand badge stitched on the left sleeve and graphic print on the front with flock detailing  fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean  looking hep comes easy with this black heroes t-shirt from puma. a smart graphic pattern of fabulous puma shoes on the front makes this t-shirt absolutely irresistible. team it with jeans or shorts for that perfect look.   model statistics the model wears size m in t-shirts height-6.1', shoulder-18""",http://assets.myntassets.com/v1/images/style/properties/031fdac535f3c5630b6c63a1dbbbb859_images.jpg,Tshirts/Puma/Puma-Men-Heroes-Graphic-Black-Tshirts/10047/buy
10048,puma men social sport black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black round neck short sleeved t-shirt made of 100% cotton, that has softly ribbed neckline with fabric tape detailing on the inseam, brand logo in rubber print on the left sleeve and graphic print on the front   fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean  puma show once again that it is sports that they breathe, eat and sleep. all bowling addicts have your t-shirt now with this social sport tee from puma. pair it with denims and sneakers for a sporty look.  model statistics the model wears size m in t-shirts height-6.1', shoulder-18""",http://assets.myntassets.com/v1/images/style/properties/4c4c7f32dcf714a378b5fb818b84a57e_images.jpg,Tshirts/Puma/Puma-Men-Social-Sport-Black-Tshirts/10048/buy
10049,puma men mns body train black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black  round neck short sleeved t-shirt made of 100% cotton, that has softly ribbed neckline with fabric tape detailing on the inseam and graphic print on the front with   fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean  looking hep comes easy with this black body train-shirt from puma. a smart graphic pattern of fabulous puma shoes on the front makes this t-shirt absolutely irresistible. team it with jeans or shorts for that perfect look.   model statistics the model wears size m in t-shirts height-6.1', shoulder-18""",http://assets.myntassets.com/v1/images/style/properties/a999c915f8b14dbff2b8d1709061c903_images.jpg,Tshirts/Puma/Puma-Men-Mns-Body-Train-Black-Tshirts/10049/buy
10050,puma men usain bolt black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,synthetic,round_neck,false,"composition black round neck short sleeved t-shirt made of 57% cotton, 38% polyester and 5% elastane, has a softly ribbed neckline with fabric tape detailing on the inseam, brand logo embossed at the back of the neck, collection logo printed on left sleeve, graphic print on the front with lettering and engineered with usp moisture management technology  fitting regular  wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach or tumble dry cool iron do not dry clean  pay tribute to usain bolt in this black t-shirt from puma. salute the jamaican sprinter and olympic champion as you chill out in this smart tee. the usp moisture management technology will keep sweat at bay, and the elastane will give you a great fit. pair it with jeans or shorts for a great look. take a leaf out of his book and sprint to freedom!  model statistics the model wears size m in t-shirts height-6', shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/74bc9f69684b61729b7950ff07114d49_images.jpg,Tshirts/Puma/Puma-Men-Usain-Bolt-Black-Tshirts/10050/buy
10051,puma men motorsport navy blue shirts,puma,apparel,topwear,shirts,men,navy_blue,fall,casual,regular_fit,solid,none,none,none,short_sleeves,none,none,false,"composition navy blue half sleeved shirt made of 100% cotton, full length buttoned placket, pocket on the left chest with embroidered band logo, and a curved hemline  fitting regular  wash care gentle machine wash in lukewarm water at 40 degrees do not bleach tumble dry at low temperature warm iron do not dry clean  puma takes the fashionable twist with shirts, perfectly suited for the men who are casual at heart. if you like to chill out with your group or take a stroll along the park with your girlfriend, then this perfectly comfortable cotton shirt is just perfect for you. pair this with denims and sneakers to complete the killer look.  model statistics the model wears size m in t-shirts height-6', shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/0a8c0bf5d6f680a4b712050a67c63c84_images.jpg,Shirts/Puma/Puma-Men-Motorsport-Navy-Blue-Shirts/10051/buy
10052,puma women trunk black shorts,puma,apparel,bottomwear,shorts,women,black,fall,casual,none,solid,none,none,none,none,none,none,false,"composition black trunks made of 80% nylon and 20% elastane shell with 100% polyester lining, that has white stripe running down the sides, elasticated waist band with white drawstrings on the inside and brand logo embossed on the left  fitting slim  wash care gentle machine wash in cool water do not bleach or tumble dry do not iron do not dry clean  comfortable, fitted and sleek - that describes these swimming trunks from puma. feel at ease with every stroke in this flexible trunks while you know you can dry them in a jiffy after a wonderful swimming session.  model statistics the model wears trousers, length of 39"" height-5.8"", waist-26""",http://assets.myntassets.com/v1/images/style/properties/575ec204c6922cbdf81a7303d8bf8f23_images.jpg,Shorts/Puma/Puma-Women-Trunk-Black-Shorts/10052/buy
10056,adidas men cfc pes black tracksuits,adidas,apparel,bottomwear,tracksuits,men,black,fall,sports,none,none,none,none,none,none,none,none,false,"composition black tracksuit made of 100% polyester  black track jacket that has mock collar, zippered closure on the front, ribbed hem and cuffs, white stripe panels on the shoulder running till the cuffs, two insert pockets on the sides with zippered closures, blue panel and uellow piping details on the sides, graphic print including sponsoring company and chelsea team badge on the left chest and brand name on the right chest  black tracks that has an elasticated waistband with a drawstring on the inside, striped panels on the sides, ribbed cuffs and zippered slits towards the hems, blue panel flowing into darts on the back, print of sponsoring company and chelsea team badge on the right leg and brand name on the left leg  fitting comfort  wash care wash dark colours separately wash below 40 degree c do not soak do not tumble dry do not bleach dry in shade warm iron do not dry clean do not iron on print/trims/logo  made of  polyester fabric, these adidas tracksuits are ideal for all your training needs. the sleek black track jacket complements the pants and the white stripes gives it an added edge. the sleek black track jacket complements the pants and the white stripes gives it an added edge. while the soft and broad elastic waistband sits snugly, the drawstrings on the inside allow you to create a customized fit. the chelsea team badge gives you an added edge. pair it with sports t-shirts and performance shoes for an extended training session.  model statistics the model wears size m in t-shirts height-6.1', shoulders-18.5""  the model wears trousers, length of 41.5"" height-6.1"", waist-31"" ",http://assets.myntassets.com/v1/images/style/properties/6988d144f536d572a4a19cbfc3e49f98_images.jpg,Tracksuits/ADIDAS/ADIDAS-Men-Cfc-Pes-Black-Tracksuits/10056/buy
10057,puma men tshirt trning white polo tshirts,puma,apparel,topwear,tshirts,men,white,fall,casual,none,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"compositionwhite polo t-shirt made of polyester, with a black patch below the torso and screen print logo of puma jumping cat on left sleevefittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleach or tumble drywarm irondo not dry cleanhit the sweet note of a great lifestyle with this polo t-shirt from puma. work out or hang out - the t-shirt stays cool on your body all the time. pair it with track pants or jeans for a great look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/7e75438fd1d569711ccdc49c3af0a7c8_images.jpg,Tshirts/Puma/Puma-Men-Tshirt-Trning-White-Polo-Tshirts/10057/buy
10058,puma men large logo tee black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionblack round neck t-shirt made of 100% cotton?, with short sleeves, ribbed neck, vented hem and graphic on the front fitcomfortwash caregentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean it's all about living healthy in this black t-shirt from puma. designed with the puma leaping cat across the chest, this tee exudes the  brand's belief in a sporting lifestyle. team this with puma running shorts and shoes and hit the trail in style. model statisticsthe model wears size m in t-shirtsheight-6' shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/85edd9fe185b64067be2e2aa5f1e7d81_images.jpg,Tshirts/Puma/Puma-Men-Large-logo-tee-Black-Tshirts/10058/buy
10059,puma men black polo tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,none,solid,none,casual,none,short_sleeves,blended,polo_collar,false,"compositionblack polo t-shirt made of polyester, with a white patch below the torso and screen print logo of puma jumping cat on left sleevefittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanhit the sweet note of a great lifestyle with this polo t-shirt from puma. work out or hang out - the t-shirt stays cool on your body all the time. pair it with track pants or jeans for a great look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/506e68ce21f4ee2dbfe8117c63d54aa1_images.jpg,Tshirts/Puma/Puma-Men-Black-Polo-Tshirts/10059/buy
10060,puma men motor sport tee white tshirts,puma,apparel,topwear,tshirts,men,white,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionwhite round neck t-shirt made of 100% cotton, with screen print across the chest, and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook cool this season in this t-shirt from puma, inspired by motorsports. the subliminal print on the front with images of racing car parts and bikes infuses this tee with a big dose of racing spirit. team this with jeans and canvas shoes for a casual look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/c9ea7b775dd14c52b71b265f4544fd17_images.jpg,Tshirts/Puma/Puma-Men-motor-sport-tee-White-Tshirts/10060/buy
10061,puma men graphic story tee white tshirts,puma,apparel,topwear,tshirts,men,white,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionwhite round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook great on any random day with this cool t-shirt from puma. made of pure cotton, the fabric is sure to keep you fresh all day. pair it with slim fit denims and canvas shoes to create a great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/9a1511e85d03032420c7dd0481707515_images.jpg,Tshirts/Puma/Puma-Men-graphic-story-tee-White-Tshirts/10061/buy
10062,puma men puma runhard tee grey tshirts,puma,apparel,topwear,tshirts,men,grey,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositiongrey round neck t-shirt made of 100% cotton, with screen print across the chest and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanpuma again pays tribute to the origin of sports with this run hard t-shirt. look great on any random day with this cool t-shirt from puma. pair it with slim fit denims and canvas shoes to create a great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/821d377e49f3aa198c1937e9793099a6_images.jpg,Tshirts/Puma/Puma-Men-Puma-runhard-tee-Grey-Tshirts/10062/buy
10063,puma men spine tee yellow tshirts,puma,apparel,topwear,tshirts,men,yellow,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionyellow round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook great on any random day with this cool t-shirt from puma. the pure cotton fabric is sure to keep you fresh all day. pair it with slim fit denims and canvas shoes to create a  great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/326621cc6459c808536e5229782ea491_images.jpg,Tshirts/Puma/Puma-Men-spine-tee-Yellow-Tshirts/10063/buy
10064,puma men puma shield tee yellow tshirts,puma,apparel,topwear,tshirts,men,yellow,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionmustard yellow round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook great on any random day with this cool t-shirt from puma. the pure cotton fabric keeps you fresh and comfortable all day. pair it with slim fit denims and canvas shoes to create a  great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/473df328352f5cc757a7e6734167c52a_images.jpg,Tshirts/Puma/Puma-Men-puma-shield-tee-Yellow-Tshirts/10064/buy
10065,puma men ducati logo tee yellow tshirts,puma,apparel,topwear,tshirts,men,yellow,fall,casual,regular_fit,printed,none,none,none,short_sleeves,blended,round_neck,false,"compositionyellow round neck t-shirt made of 100% cotton, with ducati appliquéd on the left chest and ducati logo in rubber print below the nape of the neckfitslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleansport this t-shirt from puma, and all your friends will know a motorsports fan is in their midst. the ducati logo looks stylish and the logo on the back ups your cool. this t-shirt looks best with jeans and casual shoes. model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/ef754e63472dece06abfa6d6c1266d91_images.jpg,Tshirts/Puma/Puma-Men-ducati-logo-tee-Yellow-Tshirts/10065/buy
10066,puma men puma midrange tee black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean,http://assets.myntassets.com/v1/images/style/properties/b9c52b5667d67014a17e00d31f001530_images.jpg,Tshirts/Puma/Puma-Men-Puma-midrange-tee-Black-Tshirts/10066/buy
10067,puma men punk logo tee yellow tshirts,puma,apparel,topwear,tshirts,men,yellow,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionlime yellow round neck t-shirt made of 100% cotton, with brand name printed across the chest, and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook great on any random day with this cool t-shirt from puma. the pure cotton fabric is sure to keep you fresh and comfortable all day. pair it with slim fit denims and canvas shoes to create a  great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/392f6b2acfb489b56a0e8d62d6f1fdef_images.jpg,Tshirts/Puma/Puma-Men-punk-logo-tee-Yellow-Tshirts/10067/buy
10068,puma men lifestyle graphitti white tshirts,puma,apparel,topwear,tshirts,men,white,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionwhite round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma jumping cat logo printed below the nape of the neckfittingregularwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook great on any random day with this cool t-shirt from puma. the pure cotton fabric is sure to keep you fresh and comfortable all day. pair it with slim fit denims and canvas shoes to create a  great urbane look.model statisticsthe model wears size m in t-shirtsheight-6', shoulders-18""",http://assets.myntassets.com/v1/images/style/properties/69528f3383099e6013052b49ff5f6906_images.jpg,Tshirts/Puma/Puma-Men-lifestyle-graphitti-White-Tshirts/10068/buy
10069,puma men large logo tee black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,blended,round_neck,false,wash care gentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean,http://assets.myntassets.com/v1/images/style/properties/a992b89ffa8033dca43f58dd0106033a_images.jpg,Tshirts/Puma/Puma-Men-Large-logo-tee-Black-Tshirts/10069/buy
10070,puma women large logo tee pink tshirts,puma,apparel,topwear,tshirts,women,pink,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionpink round neck t-shirt made of 100% cotton, with brand name printed across the chest and puma leaping cat logo below the nape of the neckfittingslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook sleek and cool in this pink t-shirt from puma. the brand logo graphic on the front gets a dose of glam with the multi-hued lines, while you stay fresh and comfortable in the cotton fabric. team this with white or denim shorts and canvas shoes for a casual look.model statisticsthe model wears size m in t-shirtsheight-5.7"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/cff49d4482569b840645af1766db33fe_images.jpg,Tshirts/Puma/Puma-Women-Large-logo-tee-Pink-Tshirts/10070/buy
10071,puma women bling blink tee white tshirts,puma,apparel,topwear,tshirts,women,white,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionwhite round neck t-shirt made of 100% cotton, with puma leaping cat logo in sequins across the chest and below the nape of the neckfittingslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanlook sleek and cool in this white t-shirt from puma. the brand logo graphic on the front gets a dose of glam with the sequins, while you stay fresh and dry in the cotton fabric. team this with white or denim shorts and canvas shoes for a casual look.model statisticsthe model wears size m in t-shirtsheight-5.7"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/8b99b044cc4272ddcd5aa6bda74c8a81_images.jpg,Tshirts/Puma/Puma-Women-bling-blink-tee-White-Tshirts/10071/buy
10072,puma women poster tee white tshirts,puma,apparel,topwear,tshirts,women,white,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionwhite round neck t-shirt made of 100% cotton, has screen print with brand name on the chest, and puma leaping cat logo below the nape of the neck fittingslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanget ready to rock the show with this t-shirt from puma. the soft colour lends a soothing effect to your look, while the cut accentuates your feminity further. pair it with slim denims and flip flops for a casual look.model statisticsthe model wears size m in t-shirtsheight-5.7"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/4fb3ec9b0c071fd9b85213135e6fdfdf_images.jpg,Tshirts/Puma/Puma-Women-poster-tee-White-Tshirts/10072/buy
10073,puma women cat line tee purple tshirts,puma,apparel,topwear,tshirts,women,purple,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,v_neck,false,"compositionpurple t-shirt made of 100% cotton, has a v-neck, screen print with brand name on the chest and puma leaping cat logo below the nape of the neckfittingslimwash caregentle machine wash with like colours in cool water at 30 degreesdo not bleachdo not tumble drywarm irondo not dry cleanget ready to rock the show with this t-shirt from puma. the soft colour lends a soothing effect to your look, while the cut accentuates your feminity further. pair it with slim denims and flip flops for a casual look.model statisticsthe model wears size m in t-shirtsheight-5.7"", chest-33""",http://assets.myntassets.com/v1/images/style/properties/e23ec316027fea04777a336ef8091706_images.jpg,Tshirts/Puma/Puma-Women-cat-line-tee-Purple-Tshirts/10073/buy
10074,puma men puma runhard tee black tshirts,puma,apparel,topwear,tshirts,men,black,fall,casual,regular_fit,printed,none,none,none,short_sleeves,cotton,round_neck,false,"compositionblack round neck t-shirt made of 100% cotton?, with short sleeves, ribbed neck, vented hem and graphic on the front fitcomfortwash caregentle machine wash with like colours in cool water at 30 degrees do not bleach do not tumble dry warm iron do not dry clean it's all about living healthy in this black t-shirt from puma.  designed for those who love those long, healthy runs, this tee exudes  puma's belief in a sporting lifestyle. team this with puma running  shorts and shoes and hit the trail in style. model statisticsthe model wears size m in t-shirtsheight-6' shoulders-19""",http://assets.myntassets.com/v1/images/style/properties/6dabe0a0503cb611e831111a26aedf6e_images.jpg,Tshirts/Puma/Puma-Men-Puma-runhard-tee-Black-Tshirts/10074/buy
